"authors","year","title","booktitle","host_organisation","location","keywords","base_url","path"
"Kissling and Babe","2003","Taxi-van on Rail","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Kissling_Babe.pdf"
"Kuschel and Bluett and Fisher and Xie and Metcalfe","2003","Remote Sensing of Vehicle Emissions (It's Monitoring Jim But Not As We Know It!)","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Kuschel_Bluett_Fisher_Xie_Metcalfe.pdf"
"Laird","2003","Australian Transport and Greenhouse Gas Reduction Targets","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Laird.pdf"
"Lloyd","2003","Asset  management of roads","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Lloyd.pdf"
"Lloyd","2003","Costing  of road crashes by RUM code and speed limit","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," safety","http://atrf.info/papers/index.aspx","/papers/2003/2003_Lloyd_A.pdf"
"Mees","2003","What Happened to the Systems Approach? Evaluation of Alternatives in Planning for Major Transport Projects","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," planning","http://atrf.info/papers/index.aspx","/papers/2003/2003_Mees.pdf"
"Mendigorin and Peachman and White","2003","The collection of classified vehicle counts in an urban  areaaccuracy issues and results","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Mendigorin_Peachman_White.pdf"
"Milne","2003","Getting the Balance Right in the Aviation Sector","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," aviation","http://atrf.info/papers/index.aspx","/papers/2003/2003_Milne.pdf"
"Nicholson and Kingham","2003","The University of Canterbury Transport Strategy","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Nicholson_Kingham.pdf"
"Oeda and Sumi and Vandebona","2003","Wheel Chair User Perception of Road Roughness","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Oeda_Sumi_Vandebona.pdf"
"O'Fallon and Sullivan (A)","2003","Personalised Marketing Improving Evaluation","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_OFallon_Sullivan_a.pdf"
"O'Fallon and Sullivan (B)","2003","Older People's Travel Patterns and Transport Sustainability in New Zealand Cities","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_OFallon_Sullivan_b.pdf"
"O'Fallon and Sullivan (C)","2003","Understanding and Managing Weekend Traffic Congestion","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_OFallon_Sullivan_c.pdf"
"Parker","2003","Unsustainable Transport Trends in Census Data for the Journey to Work in Major Australasian Cities 1976 to 2001","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Parker.pdf"
"Parsons and Stewart","2003","Drivers of Travel Choice","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Parsons_Stewart.pdf"
"Primerano","2003","Towards a Policy Sensitive Accessibility Measure","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," policy","http://atrf.info/papers/index.aspx","/papers/2003/2003_Primerano.pdf"
"Radbone and Clement","2003","Studying Adelaide's Taxis: Lessons for Researchers and Policy makers","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," policy","http://atrf.info/papers/index.aspx","/papers/2003/2003_Radbone_Clement.pdf"
"Radbone and Hamnett","2003","Land Use, walking and Cycling: A Review of Recent Research, Australian Policies and Suggestions for Further Work","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," cycling walking active transport land use","http://atrf.info/papers/index.aspx","/papers/2003/2003_Radbone_Hamnett.pdf"
"Richardson and Seethaler and Harbutt","2003","Design Issues for Before and After Surveys of Travel Behaviour Change","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," travel behaviour","http://atrf.info/papers/index.aspx","/papers/2003/2003_Richardson_Seethaler_Harbutt.pdf"
"Rockliffe and Symons and Tsolakis","2003","Using Panel Data to Evaluate Road Safety Countermeasures","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," safety","http://atrf.info/papers/index.aspx","/papers/2003/2003_Rockliffe_Symons_Tsolakis.pdf"
"Rose and Marfurt and Harbutt","2003","Using a Ride to Work Day Event to Promote Travel Behaviour Change","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," travel behaviour","http://atrf.info/papers/index.aspx","/papers/2003/2003_Rose_Marfurt_Harbutt.pdf"
"Scoggins and Fisher","2003","Health Effects of Vehicle Emissions","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Scoggins_Fisher.pdf"
"Seethaler and Rose","2003","Application of Psychological Principles to Promote Travel Behaviour Change","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," travel behaviour","http://atrf.info/papers/index.aspx","/papers/2003/2003_Seethaler_Rose.pdf"
"Stopher and Bullock","2003","Travel Behaviour Modification: A Critical Appraisal","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," travel behaviour","http://atrf.info/papers/index.aspx","/papers/2003/2003_Stopher_Bullock.pdf"
"Sullivan and O'Fallon","2003","Vehicle Occupancy in New Zealand's Three Largest Urban Areas","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Sullivan_OFallon.pdf"
"Taylor and D'Este","2003","Concepts of Network Vulnerability and Applications to the Identification of Critical Elements of Transport Infrastructure","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Taylor_DEste.pdf"
"Taylor and Opiola","2003","The Elements of a Robust Electronic Compliance Monitoring System for Heavy Vehicles","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Taylor_Opiola.pdf"
"Thomas and Tate","2003","Reducing Conflict through the Improved Design of Pedestrian-Vehicle Spaces","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Thomas_Tate.pdf"
"Thull","2003","Mobility Management of High School Students in Christchurch","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Thull.pdf"
"Timperley and Bailey and Pattinson and Kuschel","2003","Zinc, Copper and Lead in Road Run-off","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Timperley_Bailey_Pattinson_Kuschel.pdf"
"Udden","2003","Study of Heavy Vehicles' Driver Behaviour in Road Accidents of Bangladesh","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," safety travel behaviour","http://atrf.info/papers/index.aspx","/papers/2003/2003_Udden.pdf"
"Wadhwa","2003","Comfort Level of Cyclists at Intersections","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Wadhwa.pdf"
"Wallis and Schmidt—Australasian Travel Demand Elasticities","2003","an Update of the Evidence","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington","","http://atrf.info/papers/index.aspx","/papers/2003/2003_Wallis_Schmidt.pdf"
"Walton and Dravitzki and Cleland","2003","The Effects of Line Markings for Wet/Night Visibility on Cycle Safety","Proceedings of the 26th Australasian Transport Research Forum","Greater Wellington Regional Council, Transit NZ, Transfund NZ and NZ Ministry of Transport","Wellington"," safety","http://atrf.info/papers/index.aspx","/papers/2003/2003_Walton_Dravitzki_Cleland.pdf"
